name,description,source,duration,variation,Type,optionalResourceAndAmount,baseDiceAdjustment,dicePoolModifier,penetration,ranges,usesPerRound,optionalAreaOfEffects,damageTypes,governingSkillName
One-handed Magmacraft Whip,"Bullwhips, ect... Disadvantage while in confined spaces.",Magmacraft,1 Combat Round,One-handed,Magmacraft Whip,"Fellblood, 1",+0,+0d6,0,Reach,Swift,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Whip,"Bullwhips, ect... Disadvantage while in confined spaces.",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Whip,"Fellblood, 1",+0,+1d6,0,Reach,Swift +1,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Brutal Large Melee,"Longsword, Ōdachi, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft Brutal Large Melee,"Fellblood, 1",+1,+0d6,1,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Brutal Large Melee,"Longsword, Ōdachi, ect...",Magmacraft,1 Combat Round,Two-handed,Magmacraft Brutal Large Melee,"Fellblood, 1",+1,+2d6,2,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Balanced Large Melee,"Longsword, Ōdachi, Bec de corbin spike, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft Balanced Large Melee,"Fellblood, 1",+0,+0d6,2,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Balanced Large Melee,"Longsword, Ōdachi, Bec de corbin spike, ect...",Magmacraft,1 Combat Round,Two-handed,Magmacraft Balanced Large Melee,"Fellblood, 1",+0,+2d6,3,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Penetrating Large Melee,"Two-handed Mace, maul, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft Penetrating Large Melee,"Fellblood, 1",-1,+0d6,3,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Penetrating Large Melee,"Two-handed Mace, maul, ect...",Magmacraft,1 Combat Round,Two-handed,Magmacraft Penetrating Large Melee,"Fellblood, 1",-1,+2d6,4,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Large Spear,"Two-handed spear, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft Large Spear,"Fellblood, 1",+2,+0d6,2,Melee,Quick,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Large Spear,"Two-handed spear, ect...",Magmacraft,1 Combat Round,Two-handed,Magmacraft Large Spear,"Fellblood, 1",+2,+2d6,3,Melee,Quick,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Brutal Reach Melee,"Greatsword, zweihänder, naginata, ect... Disadvantage while in confined spaces.",Magmacraft,1 Combat Round,One-handed,Magmacraft Brutal Reach Melee,"Fellblood, 2",+1,-1d,1,Reach,Swift,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Brutal Reach Melee,"Greatsword, zweihänder, naginata, ect... Disadvantage while in confined spaces.",Magmacraft,1 Combat Round,Two-handed,Magmacraft Brutal Reach Melee,"Fellblood, 2",+1,+3d6,2,Reach,Swift,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Balanced Reach Melee,"Greatsword, zweihänder, naginata, halberd's spike, ect... Disadvantage while in confined spaces.",Magmacraft,1 Combat Round,One-handed,Magmacraft Balanced Reach Melee,"Fellblood, 2",+0,-1d,2,Reach,Swift,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Balanced Reach Melee,"Greatsword, zweihänder, naginata, halberd's spike, ect... Disadvantage while in confined spaces.",Magmacraft,1 Combat Round,Two-handed,Magmacraft Balanced Reach Melee,"Fellblood, 2",+0,+3d6,3,Reach,Swift,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Penetrating Reach Melee,"Poleaxe hammer, ect... Disadvantage while in confined spaces.",Magmacraft,1 Combat Round,One-handed,Magmacraft Penetrating Reach Melee,"Fellblood, 2",-1,-1d,3,Reach,Swift,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Penetrating Reach Melee,"Poleaxe hammer, ect... Disadvantage while in confined spaces.",Magmacraft,1 Combat Round,Two-handed,Magmacraft Penetrating Reach Melee,"Fellblood, 2",-1,+3d6,4,Reach,Swift,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Reach Spear,"Pike, lance, ect... Disadvantage while in confined spaces.",Magmacraft,1 Combat Round,One-handed,Magmacraft Reach Spear,"Fellblood, 2",+2,-1d,2,Reach,Steady,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Reach Spear,"Pike, lance, ect... Disadvantage while in confined spaces.",Magmacraft,1 Combat Round,Two-handed,Magmacraft Reach Spear,"Fellblood, 2",+2,+3d6,3,Reach,Steady,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Thrown Brutal Close Melee,"Ninja stars, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft Thrown Brutal Close Melee,"Fellblood, 0",+1,+0d6,0,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Swift,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Thrown Brutal Close Melee,"Ninja stars, ect...",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Thrown Brutal Close Melee,"Fellblood, 0",+1,+1d6,0,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Thrown Balanced Close Melee,"Throwing daggers, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft Thrown Balanced Close Melee,"Fellblood, 0",+0,+0d6,1,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Swift,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Thrown Balanced Close Melee,"Throwing daggers, ect...",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Thrown Balanced Close Melee,"Fellblood, 0",+0,+1d6,1,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Thrown Penetrating Close Melee,"Thrown small club, rocks, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft Thrown Penetrating Close Melee,"Fellblood, 0",-1,+0d6,2,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Swift,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Thrown Penetrating Close Melee,"Thrown small club, rocks, ect...",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Thrown Penetrating Close Melee,"Fellblood, 0",-1,+1d6,2,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Thrown Medium Spear,"Thrown Javelins, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft Thrown Medium Spear,"Fellblood, 0",+0,+1d6,2,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Thrown Large Spear,Thrown two-handed spears.,Magmacraft,1 Combat Round,One-handed,Magmacraft Thrown Large Spear,"Fellblood, 0",+0,+1d6,3,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Sling with Standard Sling Bullet,A flexible strap used to hurl small objects.,Magmacraft,1 Combat Round,One-handed,Magmacraft Sling,"Fellblood, 0",+0,+0d6,0,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Brutal Hand Crossbow,Small crossbows designed to be held in one hand.,Magmacraft,1 Combat Round,One-handed,Magmacraft Brutal Hand Crossbow,"Fellblood, 1",+1,+0d6,0,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Brutal Hand Crossbow,Small crossbows designed to be held in one hand.,Magmacraft,1 Combat Round,Two-handed,Magmacraft Brutal Hand Crossbow,"Fellblood, 1",+1,+0d6,0,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Brutal Hand Crossbow,Small crossbows designed to be held in one hand.,Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Brutal Hand Crossbow,"Fellblood, 1",+1,+1d6,0,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Steady,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Balanced Hand Crossbow,Small crossbows designed to be held in one hand.,Magmacraft,1 Combat Round,One-handed,Magmacraft Balanced Hand Crossbow,"Fellblood, 1",+0,+0d6,1,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Balanced Hand Crossbow,Small crossbows designed to be held in one hand.,Magmacraft,1 Combat Round,Two-handed,Magmacraft Balanced Hand Crossbow,"Fellblood, 1",+0,+0d6,1,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Balanced Hand Crossbow,Small crossbows designed to be held in one hand.,Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Balanced Hand Crossbow,"Fellblood, 1",+0,+1d6,1,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Steady,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Penetrating Hand Crossbow,Small crossbows designed to be held in one hand.,Magmacraft,1 Combat Round,One-handed,Magmacraft Penetrating Hand Crossbow,"Fellblood, 1",-1,+0d6,2,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Penetrating Hand Crossbow,Small crossbows designed to be held in one hand.,Magmacraft,1 Combat Round,Two-handed,Magmacraft Penetrating Hand Crossbow,"Fellblood, 1",-1,+0d6,2,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Penetrating Hand Crossbow,Small crossbows designed to be held in one hand.,Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Penetrating Hand Crossbow,"Fellblood, 1",-1,+1d6,2,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Steady,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Brutal Light Crossbow,"Crossbows balancing power and reload time. ",Magmacraft,1 Combat Round,One-handed,Magmacraft Brutal Light Crossbow,"Fellblood, 1",+1,+0d6,1,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Brutal Light Crossbow,"Crossbows balancing power and reload time. ",Magmacraft,1 Combat Round,Two-handed,Magmacraft Brutal Light Crossbow,"Fellblood, 1",+1,+1d6,1,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Balanced Light Crossbow,"Crossbows balancing power and reload time. ",Magmacraft,1 Combat Round,One-handed,Magmacraft Balanced Light Crossbow,"Fellblood, 1",+0,+0d6,2,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Balanced Light Crossbow,"Crossbows balancing power and reload time. ",Magmacraft,1 Combat Round,Two-handed,Magmacraft Balanced Light Crossbow,"Fellblood, 1",+0,+1d6,2,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Penetrating Light Crossbow,"Crossbows balancing power and reload time. ",Magmacraft,1 Combat Round,One-handed,Magmacraft Penetrating Light Crossbow,"Fellblood, 1",-1,+0d6,3,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Penetrating Light Crossbow,"Crossbows balancing power and reload time. ",Magmacraft,1 Combat Round,Two-handed,Magmacraft Penetrating Light Crossbow,"Fellblood, 1",-1,+1d6,3,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Brutal Heavy Crossbow,Crossbows designed for maximum power disregarding reload time.,Magmacraft,1 Combat Round,Two-handed,Magmacraft Brutal Heavy Crossbow,"Fellblood, 1",+1,+2d6,2,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Balanced Heavy Crossbow,Crossbows designed for maximum power disregarding reload time.,Magmacraft,1 Combat Round,Two-handed,Magmacraft Balanced Heavy Crossbow,"Fellblood, 1",+0,+2d6,3,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Penetrating Heavy Crossbow,Crossbows designed for maximum power disregarding reload time.,Magmacraft,1 Combat Round,Two-handed,Magmacraft Penetrating Heavy Crossbow,"Fellblood, 1",-1,+2d6,4,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Brutal Light Bow,Bows favoring easier drawing versus power.,Magmacraft,1 Combat Round,Two-handed,Magmacraft Brutal Light Bow,"Fellblood, 1",+1,+1d6,0,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Balanced Light Bow,Bows favoring easier drawing versus power.,Magmacraft,1 Combat Round,Two-handed,Magmacraft Balanced Light Bow,"Fellblood, 1",+0,+1d6,1,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Penetrating Light Bow,Bows favoring easier drawing versus power.,Magmacraft,1 Combat Round,Two-handed,Magmacraft Penetrating Light Bow,"Fellblood, 1",-1,+1d6,2,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Brutal Heavy Bow,Bows favoring power over easier drawing. Requires a minimum of 1 STR to draw.,Magmacraft,1 Combat Round,Two-handed,Magmacraft Brutal Heavy Bow,"Fellblood, 2",+1,+2d6,1,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Balanced Heavy Bow,Bows favoring power over easier drawing. Requires a minimum of 1 STR to draw.,Magmacraft,1 Combat Round,Two-handed,Magmacraft Balanced Heavy Bow,"Fellblood, 2",+0,+2d6,2,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Penetrating Heavy Bow,Bows favoring power over easier drawing. Requires a minimum of 1 STR to draw.,Magmacraft,1 Combat Round,Two-handed,Magmacraft Penetrating Heavy Bow,"Fellblood, 2",-1,+2d6,3,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Quick,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Muzzleloading Pistol,"Flintlock pistols, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft Muzzleloading Pistol,"Fellblood, 3",+0,+2d6,3,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Extremely Slow,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Muzzleloading Pistol,"Flintlock pistols, ect...",Magmacraft,1 Combat Round,Two-handed,Magmacraft Muzzleloading Pistol,"Fellblood, 3",+0,+2d6,3,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Extremely Slow,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Muzzleloading Pistol,"Flintlock pistols, ect...",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Muzzleloading Pistol,"Fellblood, 3",+0,+3d6,3,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Painfully Slow,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Arquebus,Can be used as a Combat Roll.,Magmacraft,1 Combat Round,One-handed,Magmacraft Arquebus,"Fellblood, 3",+0,+0d6,4,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Arquebus,Can be used as a Combat Roll.,Magmacraft,1 Combat Round,Two-handed,Magmacraft Arquebus,"Fellblood, 3",+0,+2d6,4,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Musket,Flintlock smoothbore long guns.,Magmacraft,1 Combat Round,One-handed,Magmacraft Musket,"Fellblood, 3",+0,+0d6,5,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Painfully Slow,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Musket,Flintlock smoothbore long guns.,Magmacraft,1 Combat Round,Two-handed,Magmacraft Musket,"Fellblood, 3",+0,+3d6,5,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Painfully Slow,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft 9mm Semi-automatic Pistol,"Glock 17, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft 9mm Semi-automatic Pistol,"Fellblood, 4",+0,+2d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift +2,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft 9mm Semi-automatic Pistol,"Glock 17, ect...",Magmacraft,1 Combat Round,Two-handed,Magmacraft 9mm Semi-automatic Pistol,"Fellblood, 4",+0,+2d6,5,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift +2,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft 9mm Semi-automatic Pistol,"Glock 17, ect...",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft 9mm Semi-automatic Pistol,"Fellblood, 4",+0,+3d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift +2,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft 9mm Burst-fire Pistol,"Beretta 93R, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft 9mm Burst-fire Pistol,"Fellblood, 4",+0,+3d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Swift +2,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft 9mm Burst-fire Pistol,"Beretta 93R, ect...",Magmacraft,1 Combat Round,Two-handed,Magmacraft 9mm Burst-fire Pistol,"Fellblood, 4",+0,+3d6,5,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Swift +2,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft 9mm Burst-fire Pistol,"Beretta 93R, ect...",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft 9mm Burst-fire Pistol,"Fellblood, 4",+0,+4d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Swift +2,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft 9mm Automatic Pistol,"Glock 18, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft 9mm Automatic Pistol,"Fellblood, 4",+0,+3d6,5,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Rapid,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft 9mm Automatic Pistol,"Glock 18, ect...",Magmacraft,1 Combat Round,Two-handed,Magmacraft 9mm Automatic Pistol,"Fellblood, 4",+0,+3d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Rapid,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft 9mm Automatic Pistol,"Glock 18, ect...",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft 9mm Automatic Pistol,"Fellblood, 4",+0,+4d6,5,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Rapid,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft 12 Gauge Pump-action Shotgun,"Remington 870, Mossberg 500, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft 12 Gauge Pump-action Shotgun,"Fellblood, 4",+0,+1d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft 12 Gauge Pump-action Shotgun,"Remington 870, Mossberg 500, ect...",Magmacraft,1 Combat Round,Two-handed,Magmacraft 12 Gauge Pump-action Shotgun,"Fellblood, 4",+0,+3d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft 5.56 Semi-automatic Rifle,"AR-15, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft 5.56 Semi-automatic Rifle,"Fellblood, 5",+0,+1d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Swift +2,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft 5.56 Semi-automatic Rifle,"AR-15, ect...",Magmacraft,1 Combat Round,Two-handed,Magmacraft 5.56 Semi-automatic Rifle,"Fellblood, 5",+0,+3d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Swift +2,None,"Fire, Bludgeon",Magmacraft
